,Dependent-Company Status,year of founding,Internet Activity Score,Focus functions of company,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Amount,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Renown score,Market Research,Marketing,Analytics,Software Development,Mobile,Enterprise Software,Media,Cloud Computing,Network / Hosting / Infrastructure,Social Networking,Retail,Entertainment,Healthcare,Energy,Search,Food & Beverages,Music,Publishing,Gaming,Email,Career / Job Search
320,Success,2008.0,0.0,IPHONE APPS,,,No,4/1/2008,560001.0,United States,6.0,0.0,3,1,5,No,1.0,medium,Yes,Medium,Yes,Yes,No,No,Service,No,Public,No,Structured,No,Both,GLOBAL,Linear,No,None,No,No,No,No,No,No,Yes,No,Yes,No,Online,B2C,Medium,High,Yes,Low,Masters,ma,No,Yes,Tier_1,500.0,High,1.0,0.0,0.0,None,0.0,None,21.0,High,Low,No,No,Low,,No,No,No,No,No,No,,,Yes,Yes,No,4.0,High,2.0,6.8,0.560001,Yes,2.0,6.833333333,Plateau,0 to 2,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Success,2005.0,-5.0,analytics,1.0,0.0,No,1/1/2005,3000000.0,United States,3.0,0.0,2,2,5,No,1.0,low,Yes,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,No,none,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,,,,Yes,None,38.0,High,0.0,1.0,1.0,None,0.0,None,18.0,Low,Low,No,No,Low,,No,No,Yes,No,No,No,,,Yes,Yes,No,3.0,Medium,0.0,3.75,3,Yes,50.0,50.0,Trigger,2 to 5,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Failed,2008.0,2.0,finance,4.0,0.0,No,1/1/2008,2500000.0,United States,2.0,0.0,2,1,2,Yes,0.0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,Public,No,Structured,No,Both,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,management,Yes,Yes,Tier_1,500.0,High,0.0,0.0,0.0,None,150.0,None,25.0,Low,Low,No,No,Low,,No,No,Yes,No,No,Yes,,5092265.0,Yes,Yes,No,2.0,Medium,6.0,2.0,2.5,No,20.0,20.0,Plateau,0 to 2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Success,2007.0,702.0,analytics,197.0,2.0,yes,1/1/2007,,United States,0.0,0.0,2,0,4,No,0.0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,no,No,no,No,Platform,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,arts,No,Yes,Tier_1,500.0,Low,0.0,0.0,0.0,High,363.0,None,21.0,High,Low,No,No,Low,,Yes,No,No,No,No,Yes,,7941.0,Yes,Yes,No,2.0,Medium,2.0,833.3,,Yes,1.0,1.0,Trigger,5 to 10,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Success,2007.0,413.0,Marketing,168.0,4.0,No,1/1/2007,15000000.0,United States,0.0,0.0,1,2,11,Yes,0.0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,no,No,none,global,Linear,No,None,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Online,B2B,Medium,High,Yes,Low,Masters,TECH,Yes,Yes,Both,500.0,Medium,0.0,1.0,1.0,Medium,109.0,None,26.0,Low,Low,No,No,Low,,No,No,No,No,No,No,,43814.0,Yes,Yes,No,1.0,Low,0.0,33.3,15,Yes,16.0,11.575,Plateau,0 to 2,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Success,2005.0,-20.0,TECHNOLOGY,67.0,-1.0,No,1/1/2005,20000000.0,United States,0.0,0.0,3,1,3,Yes,2.0,medium,No,Small,No,No,No,No,Product,Yes,Both,No,Both,No,Both,global,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,MBA,No,Yes,Tier_2,500.0,Medium,1.0,1.0,0.0,None,320.0,None,12.0,Medium,Low,No,No,Low,,No,No,No,No,No,No,Low,840553.0,Yes,Yes,No,1.0,High,0.0,25.0,20,Yes,21.0,7.911111111,Trigger,2 to 5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Success,2009.0,-9.0,technology,0.0,,yes,1/2/2009,,United States,1.0,0.0,3,0,2,,0.0,low,No,Large,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,No,Platform,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,Medium,Yes,Low,Bachelors,TECH,No,No,None,125.0,Medium,1.0,0.0,0.0,None,96.0,None,23.0,Low,High,No,No,Medium,,No,No,No,No,No,No,,22391670.0,Yes,Yes,No,1.0,Low,0.0,2.5,unknown amount,Not Applicable,3.0,3.0,Peak,2 to 5,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Failed,2009.0,-104.0,MARKETING,20.0,-5.0,yes,1/1/2009,6000000.0,United States,7.0,0.0,2,1,8,,2.0,low,No,Small,Yes,Yes,No,Yes,Service,No,Public,No,Structured,Yes,Both,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,mba,No,No,Both,500.0,Low,1.0,1.0,1.0,Medium,500.0,None,25.0,Low,Low,No,No,Low,,No,No,Yes,No,No,No,,6405946.0,No,Yes,No,2.0,Low,0.0,12.5,6,Not Applicable,8.0,9.688888889,Plateau,0 to 2,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Success,2009.0,-75.0,analytics,23.0,-4.0,yes,1/1/2009,11000000.0,United States,0.0,0.0,1,1,7,Yes,1.0,low,No,Small,No,No,No,Yes,Product,No,Public,No,Both,Yes,Both,,,,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,mba,No,No,Both,500.0,High,1.0,1.0,1.0,Medium,216.0,None,14.0,High,Medium,No,No,Medium,,No,No,Yes,No,No,Yes,Low,20635527.0,No,Yes,No,2.0,Low,0.0,12.5,11,Not Applicable,8.0,12.61666667,Trough,2 to 5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Success,2009.0,162.0,"SALES,MARKETING",0.0,-100.0,yes,10/17/2009,3000000.0,United States,0.0,0.0,1,0,1,Yes,0.0,low,No,Small,No,No,No,No,Product,No,Public,No,Structured,Yes,none,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Low,Masters,mba,Yes,Yes,Tier_1,500.0,High,0.0,0.0,0.0,None,150.0,None,23.0,High,Medium,No,No,Low,,No,No,Yes,No,No,No,Low,257365.0,No,Yes,No,1.0,Medium,8.0,12.5,3,Not Applicable,4.0,4.0,,,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Success,2008.0,106.0,MARKETING,16.0,7.0,No,7/1/2008,100000.0,United States,1.0,4.0,3,1,3,Yes,0.0,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Structured,Yes,none,LOCAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,No,Low,PhD,phd,Yes,Yes,Tier_1,500.0,High,0.0,0.0,0.0,None,96.0,None,24.0,Low,Medium,No,No,Low,,No,No,Yes,No,No,No,Low,1877770.0,No,Yes,No,1.0,Medium,0.0,12.5,0.1,Yes,23.0,2.626666667,Trigger,5 to 10,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Success,2007.0,66.0,NETWORK OPTIMIZATION,6.0,0.0,No,4/1/2007,5000000.0,United States,0.0,0.0,2,0,4,,1.0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,Yes,none,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,NG,Yes,Yes,Tier_2,367.0,Low,1.0,1.0,0.0,None,2.0,None,34.0,High,Medium,No,Yes,Low,,No,No,Yes,Yes,No,Yes,,2871443.0,No,Yes,No,2.0,Medium,4.0,8.3,5,Yes,24.0,18.7,Trigger,5 to 10,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Failed,2010.0,-1.0,PRIVACY,0.0,-100.0,No,1/1/2010,30000.0,United States,1.0,0.0,1,0,1,,1.0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,Both,GLOBAL,Linear,No,None,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,,,,Yes,,500.0,Low,1.0,1.0,0.0,None,1.0,Few,25.0,High,Low,No,Yes,Low,,No,No,Yes,No,No,Yes,,5631525.0,Yes,No,No,2.0,Medium,1.0,2.5,0.03,Not Applicable,14.0,14.0,Trigger,2 to 5,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Success,2012.0,-6.0,TARGETING OPTIMIZE,1.0,,No,4/1/2012,50000.0,United States,1.0,0.0,1,0,3,,1.0,medium,Yes,Large,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,none,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,MENG,Yes,Yes,Both,500.0,Low,1.0,1.0,1.0,Medium,0.0,None,22.0,Low,Medium,No,Yes,Low,,No,No,Yes,No,No,Yes,,,No,No,No,1.0,Low,0.0,10.0,0.05,Not Applicable,14.0,14.0,Plateau,0 to 2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Success,2010.0,667.0,MAIL REPORTS,,,No,2/7/2010,1100000.0,United States,6.0,0.0,2,0,6,Yes,1.0,low,No,Medium,Yes,Yes,No,Yes,Product,No,Public,No,Structured,Yes,none,GLOBAL,Non-Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Medium,High,No,Low,Bachelors,finance,No,No,Tier_2,500.0,None,0.0,0.0,0.0,None,0.0,None,5.0,High,Medium,Yes,No,Low,,No,No,No,No,No,No,,16024.0,No,Yes,Yes,1.0,Medium,0.0,,1.1,Not Applicable,1.0,8.283333333,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
335,Success,2010.0,-497.0,big data analytics,1.0,0.0,No,3/8/2010,2000000.0,Germany,1.0,0.0,3,0,3,,1.0,medium,No,Small,No,No,No,No,Product,Yes,Public,No,Unstructured,Yes,none,GLOBAL,Non-Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,mba,Yes,Yes,Both,500.0,Medium,0.0,0.0,0.0,None,2.0,None,16.0,Low,Medium,Yes,No,Medium,,No,No,Yes,No,No,Yes,,1978409.0,Yes,No,No,3.0,Medium,12.0,,2,Not Applicable,38.0,38.0,Trigger,2 to 5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Success,2006.0,-6.0,entertainment,0.0,,No,6/1/2006,2200000.0,Denmark,2.0,0.0,1,0,2,,1.0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2C,Medium,High,Yes,Low,Masters,msc,Yes,Yes,Both,500.0,Medium,0.0,0.0,0.0,None,0.0,None,15.0,Medium,Medium,Yes,No,Medium,,No,No,No,No,No,No,,17887654.0,Yes,No,No,4.0,Medium,10.0,1.4,2.2,Yes,1.0,18.61111111,Trigger,5 to 10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Failed,2006.0,-18.0,METRICS,1.0,,No,1/1/2006,200000.0,Estonia,2.0,0.0,2,0,2,No,0.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,No,Structured,Yes,none,GLOBAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,technology,Yes,Yes,Tier_2,,Low,0.0,0.0,0.0,None,177.0,Many,12.0,Medium,Low,No,No,Low,,No,No,No,No,No,No,Low,,Yes,No,No,2.0,Low,0.0,1.6,0.2,No,24.0,24.0,Trigger,5 to 10,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Success,2008.0,-116.0,MARKETING,,,No,1/1/2008,2000000.0,Finland,1.0,0.0,1,0,2,No,0.0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Both,Yes,none,LOCAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,phd,Yes,Yes,None,500.0,High,1.0,0.0,0.0,None,312.0,None,46.0,Low,Low,No,No,Medium,,No,No,Yes,No,No,No,,4618433.0,No,Yes,No,3.0,Medium,0.0,,2,Yes,30.0,30.0,Trigger,5 to 10,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Failed,2010.0,-6.0,MARKETING,0.0,,No,9/1/2010,,France,0.0,0.0,1,0,1,,1.0,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,LOCAL,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,technology,Yes,No,None,500.0,Medium,0.0,0.0,0.0,None,306.0,None,13.0,High,Low,No,No,Medium,,No,No,Yes,No,No,No,,,Yes,Yes,,2.0,Medium,2.0,0.0,,Not Applicable,1.0,1.0,Slope,2 to 5,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Success,2008.0,75.0,MARKETING,48.0,,yes,1/1/2008,400000.0,United Kingdom,2.0,0.0,4,0,5,No,0.0,Nothing,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,management,Yes,Yes,Both,500.0,High,0.0,0.0,0.0,None,327.0,None,27.0,Medium,Low,No,No,Low,,No,No,Yes,No,No,Yes,,112920.0,Yes,No,No,4.0,Medium,8.0,10.0,0.4,Yes,7.0,2.516666667,Plateau,0 to 2,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Success,2013.0,64.0,PRICING,,,No,4/1/2013,,United Kingdom,0.0,0.0,0,0,1,No,0.0,Nothing,Yes,Small,No,No,No,No,Product,Yes,Public,No,Structured,Yes,none,GLOBAL,Linear,Yes,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,product design,Yes,Yes,Both,500.0,Low,1.0,0.0,0.0,Medium,3.0,Many,33.0,Low,Low,No,No,Low,,No,No,No,No,No,No,Low,11809941.0,Yes,No,No,1.0,Medium,0.0,1.0,,Not Applicable,1.0,1.0,Trough,5 to 10,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Failed,2010.0,-33.0,ANALYTICS,1.0,,No,1/1/2010,,Sweden,1.0,0.0,2,0,2,,0.0,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Low,Bachelors,tech,Yes,Yes,Tier_2,500.0,Medium,1.0,0.0,0.0,None,252.0,Many,25.0,Low,Low,No,No,High,,No,No,Yes,No,Yes,Yes,,5751747.0,No,Yes,Yes,2.0,Low,0.0,16.6,unknown amount,Not Applicable,25.0,25.0,Plateau,0 to 2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Success,2012.0,96.0,Research,10.0,,No,6/26/2012,,Argentina,0.0,1.0,3,3,4,No,0.0,low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,Yes,No,No,Online,B2B,None,Medium,Yes,Medium,,,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,0.0,None,7.5,High,Medium,Yes,No,Low,,No,No,Yes,No,No,No,Low,1603864.0,Yes,Yes,No,4.0,High,0.0,16.0,unknown amount,Not Applicable,1.0,1.0,,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Failed,2012.0,16.0,Sales,1.0,,No,1/1/2012,,United States,0.0,0.0,1,0,1,,0.0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Low,Bachelors,engg,No,No,None,500.0,Low,0.0,0.0,0.0,None,0.0,None,25.0,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,3274502.0,No,Yes,,2.0,Low,0.0,10.0,,Not Applicable,,1.0,,,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
345,Success,2012.0,398.0,marketing,11.0,0.0,yes,1/1/2011,,United States,0.0,0.0,2,0,2,,0.0,high,No,Small,Yes,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,CSE,Yes,Yes,Tier_1,500.0,Low,0.0,0.0,0.0,None,,None,,Low,Medium,No,Yes,Medium,Average,No,Yes,Yes,No,No,No,,88188.0,Yes,Yes,No,3.0,Medium,5.0,1.0,,Not Applicable,1.0,,Peak,2 to 5,0.0,,,,,,,,,,,,,,,,,,,,,
346,Success,2012.0,,sales,,,No,,,,1.0,0.0,2,0,2,No,0.0,high,No,Large,Yes,No,Yes,Yes,Product,No,no,No,not applicable,Yes,none,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Medium,Masters,Business,Yes,Yes,Tier_1,500.0,Medium,1.0,0.0,0.0,High,6.0,None,36.0,Medium,Low,No,Yes,Medium,,Yes,No,Yes,No,No,No,,,No,No,,3.0,Medium,0.0,13.0,,Not Applicable,1.0,1.0,Plateau,0 to 2,1.0,,,,,,,,,,,,,,,,,,,,,
347,Success,2010.0,481.0,service,12.0,0.0,No,1/1/2010,,United States,3.0,0.0,3,0,3,No,0.0,high,No,Medium,Yes,No,No,Yes,Product,No,no,No,Unstructured,No,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,Mechanical,No,Yes,Tier_1,500.0,Medium,0.0,0.0,0.0,None,4.0,None,8.0,Low,Low,Yes,No,Medium,,No,No,Yes,No,No,No,Low,15411.0,No,Yes,,2.0,Low,4.0,5.0,,Not Applicable,1.0,1.0,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
348,Success,,,mobile app development,,,yes,,,,2.0,2.0,1,0,7,No,0.0,high,No,Large,No,No,No,Yes,Product,Yes,no,No,not applicable,Yes,Platform,global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,No,Medium,Bachelors,Engg,No,Yes,None,500.0,Low,0.0,0.0,0.0,None,0.0,None,25.0,Medium,Low,No,No,Medium,,No,No,Yes,No,No,No,,,No,Yes,,3.0,Low,0.0,0.0,,,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
349,Success,2012.0,132.0,service,9.0,0.0,No,3/23/2012,,India,1.0,0.0,3,0,3,No,0.0,high,No,Medium,Yes,No,No,No,Product,No,no,No,Unstructured,,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,Engg,No,Yes,None,500.0,Low,0.0,0.0,0.0,High,0.0,None,20.0,High,Low,No,Yes,Low,,Yes,No,No,No,No,No,,45979.0,No,Yes,,3.0,Low,0.0,11.0,,Not Applicable,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Success,2013.0,451.0,analytic,2.0,0.0,No,1/1/2013,,Belgium,1.0,0.0,2,0,2,No,0.0,medium,No,Small,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,None,High,No,Low,Masters,management,No,Yes,Tier_1,500.0,None,0.0,0.0,0.0,Medium,5.0,None,25.0,Low,Medium,No,No,Medium,,Yes,No,No,No,No,No,,504890.0,No,No,,3.0,Medium,0.0,2.0,,Not Applicable,1.0,1.0,,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Success,2010.0,461.0,software ,27.0,8.0,YES,4/1/2010,,Switzerland,1.0,0.0,1,0,5,No,0.0,,No,Large,Yes,Yes,No,Yes,Product,Yes,no,No,Structured,No,Platform,global,Linear,Yes,,No,No,No,No,No,,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,finance,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,0.0,,25.0,,,,,,,No,,Yes,,,,,351854.0,,,,,,0.0,10.6,,Not Applicable,1.0,1.0,Plateau,0 to 2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Success,2011.0,278.0,,5.0,0.0,No,3/14/2011,,Germany,3.0,0.0,2,0,2,No,0.0,high,No,Large,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,Yes,Platform,global,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,None,High,No,Low,Bachelors,diploma,Yes,Yes,None,500.0,Medium,0.0,0.0,0.0,None,1.0,,18.0,,,,,,,No,,Yes,,,,,45388.0,,,No,,,0.0,2.5,,Not Applicable,1.0,1.0,Peak,2 to 5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
