,year of founding,Internet Activity Score,Focus functions of company,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Amount,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Renown score,Market Research,Marketing,Analytics,Software Development,Mobile,Enterprise Software,Media,Cloud Computing,Network / Hosting / Infrastructure,Social Networking,Retail,Entertainment,Healthcare,Energy,Search,Food & Beverages,Music,Publishing,Gaming,Email,Career / Job Search
336,2006,-6.0,entertainment,0.0,,No,6/1/2006,2200000.0,Denmark,2,0,1,0,2,,1,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2C,Medium,High,Yes,Low,Masters,msc,Yes,Yes,Both,500,Medium,0,0,0,None,0,None,15,Medium,Medium,Yes,No,Medium,,No,No,No,No,No,No,,17887654,Yes,No,No,4.0,Medium,10,1.4,2.2,Yes,1,18.61111111,Trigger,5 to 10,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,2006,-18.0,METRICS,1.0,,No,1/1/2006,200000.0,Estonia,2,0,2,0,2,No,0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,No,Structured,Yes,none,GLOBAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,technology,Yes,Yes,Tier_2,,Low,0,0,0,None,177,Many,12,Medium,Low,No,No,Low,,No,No,No,No,No,No,Low,,Yes,No,No,2.0,Low,0,1.6,0.2,No,24,24,Trigger,5 to 10,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,2008,-116.0,MARKETING,,,No,1/1/2008,2000000.0,Finland,1,0,1,0,2,No,0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Both,Yes,none,LOCAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,phd,Yes,Yes,None,500,High,1,0,0,None,312,None,46,Low,Low,No,No,Medium,,No,No,Yes,No,No,No,,4618433,No,Yes,No,3.0,Medium,0,,2,Yes,30,30,Trigger,5 to 10,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,2010,-6.0,MARKETING,0.0,,No,9/1/2010,,France,0,0,1,0,1,,1,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,LOCAL,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,technology,Yes,No,None,500,Medium,0,0,0,None,306,None,13,High,Low,No,No,Medium,,No,No,Yes,No,No,No,,,Yes,Yes,,2.0,Medium,2,0,,Not Applicable,1,1,Slope,2 to 5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2008,75.0,MARKETING,48.0,,yes,1/1/2008,400000.0,United Kingdom,2,0,4,0,5,No,0,Nothing,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,management,Yes,Yes,Both,500,High,0,0,0,None,327,None,27,Medium,Low,No,No,Low,,No,No,Yes,No,No,Yes,,112920,Yes,No,No,4.0,Medium,8,10,0.4,Yes,7,2.516666667,Plateau,0 to 2,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,2013,64.0,PRICING,,,No,4/1/2013,,United Kingdom,0,0,0,0,1,No,0,Nothing,Yes,Small,No,No,No,No,Product,Yes,Public,No,Structured,Yes,none,GLOBAL,Linear,Yes,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,product design,Yes,Yes,Both,500,Low,1,0,0,Medium,3,Many,33,Low,Low,No,No,Low,,No,No,No,No,No,No,Low,11809941,Yes,No,No,1.0,Medium,0,1,,Not Applicable,1,1,Trough,5 to 10,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,2010,-33.0,ANALYTICS,1.0,,No,1/1/2010,,Sweden,1,0,2,0,2,,0,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Low,Bachelors,tech,Yes,Yes,Tier_2,500,Medium,1,0,0,None,252,Many,25,Low,Low,No,No,High,,No,No,Yes,No,Yes,Yes,,5751747,No,Yes,Yes,2.0,Low,0,16.6,unknown amount,Not Applicable,25,25,Plateau,0 to 2,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,2012,96.0,Research,10.0,,No,6/26/2012,,Argentina,0,1,3,3,4,No,0,low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,Yes,No,No,Online,B2B,None,Medium,Yes,Medium,,,Yes,Yes,None,500,Medium,0,0,0,None,0,None,7.5,High,Medium,Yes,No,Low,,No,No,Yes,No,No,No,Low,1603864,Yes,Yes,No,4.0,High,0,16,unknown amount,Not Applicable,1,1,,,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,2012,16.0,Sales,1.0,,No,1/1/2012,,United States,0,0,1,0,1,,0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Low,Bachelors,engg,No,No,None,500,Low,0,0,0,None,0,None,25,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,3274502,No,Yes,,2.0,Low,0,10,,Not Applicable,,1,,,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
345,2012,398.0,marketing,11.0,0.0,yes,1/1/2011,,United States,0,0,2,0,2,,0,high,No,Small,Yes,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,CSE,Yes,Yes,Tier_1,500,Low,0,0,0,None,,None,,Low,Medium,No,Yes,Medium,Average,No,Yes,Yes,No,No,No,,88188,Yes,Yes,No,3.0,Medium,5,1,,Not Applicable,1,,Peak,2 to 5,0,,,,,,,,,,,,,,,,,,,,,
346,2012,,sales,,,No,,,,1,0,2,0,2,No,0,high,No,Large,Yes,No,Yes,Yes,Product,No,no,No,not applicable,Yes,none,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Medium,Masters,Business,Yes,Yes,Tier_1,500,Medium,1,0,0,High,6,None,36,Medium,Low,No,Yes,Medium,,Yes,No,Yes,No,No,No,,,No,No,,3.0,Medium,0,13,,Not Applicable,1,1,Plateau,0 to 2,1,,,,,,,,,,,,,,,,,,,,,
347,2010,481.0,service,12.0,0.0,No,1/1/2010,,United States,3,0,3,0,3,No,0,high,No,Medium,Yes,No,No,Yes,Product,No,no,No,Unstructured,No,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,Mechanical,No,Yes,Tier_1,500,Medium,0,0,0,None,4,None,8,Low,Low,Yes,No,Medium,,No,No,Yes,No,No,No,Low,15411,No,Yes,,2.0,Low,4,5,,Not Applicable,1,1,Plateau,0 to 2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
348,,,mobile app development,,,yes,,,,2,2,1,0,7,No,0,high,No,Large,No,No,No,Yes,Product,Yes,no,No,not applicable,Yes,Platform,global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,No,Medium,Bachelors,Engg,No,Yes,None,500,Low,0,0,0,None,0,None,25,Medium,Low,No,No,Medium,,No,No,Yes,No,No,No,,,No,Yes,,3.0,Low,0,0,,,1,1,,,6,,,,,,,,,,,,,,,,,,,,,
349,2012,132.0,service,9.0,0.0,No,3/23/2012,,India,1,0,3,0,3,No,0,high,No,Medium,Yes,No,No,No,Product,No,no,No,Unstructured,,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,Engg,No,Yes,None,500,Low,0,0,0,High,0,None,20,High,Low,No,Yes,Low,,Yes,No,No,No,No,No,,45979,No,Yes,,3.0,Low,0,11,,Not Applicable,1,1,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,2013,451.0,analytic,2.0,0.0,No,1/1/2013,,Belgium,1,0,2,0,2,No,0,medium,No,Small,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,None,High,No,Low,Masters,management,No,Yes,Tier_1,500,None,0,0,0,Medium,5,None,25,Low,Medium,No,No,Medium,,Yes,No,No,No,No,No,,504890,No,No,,3.0,Medium,0,2,,Not Applicable,1,1,,,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,2010,461.0,software ,27.0,8.0,YES,4/1/2010,,Switzerland,1,0,1,0,5,No,0,,No,Large,Yes,Yes,No,Yes,Product,Yes,no,No,Structured,No,Platform,global,Linear,Yes,,No,No,No,No,No,,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,finance,Yes,Yes,None,500,Medium,0,0,0,None,0,,25,,,,,,,No,,Yes,,,,,351854,,,,,,0,10.6,,Not Applicable,1,1,Plateau,0 to 2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,2011,278.0,,5.0,0.0,No,3/14/2011,,Germany,3,0,2,0,2,No,0,high,No,Large,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,Yes,Platform,global,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,None,High,No,Low,Bachelors,diploma,Yes,Yes,None,500,Medium,0,0,0,None,1,,18,,,,,,,No,,Yes,,,,,45388,,,No,,,0,2.5,,Not Applicable,1,1,Peak,2 to 5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,2011,68.0,mrkting,,,No,1/1/2011,,Germany,1,0,0,1,2,No,0,low,No,Small,No,No,No,No,Product,Yes,Both,Yes,Both,Yes,Both,GLObaL,Non-Linear,No,None,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Online,B2B,Low,Medium,Yes,Low,Masters,MGMT,Yes,Yes,Tier_2,500,Low,1,0,0,Medium,0,None,17,Low,Low,No,Yes,Low,,No,No,No,Yes,No,No,,237226,No,Yes,No,4.0,High,1,15,,,,1,Trough,2 to 5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2013,-68.0,revenue maximization,,,No,6/1/2013,,Germany,0,0,2,1,4,No,0,medium,No,Large,No,No,Yes,Yes,Product,Yes,Both,No,Structured,Yes,Both,GLObaL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,mgmt,Yes,Yes,None,500,High,1,1,0,Medium,90,None,18,Low,Medium,No,No,Medium,,No,No,Yes,No,No,No,,596645,Yes,No,No,2.0,Medium,6,20,,Not Applicable,1,1,Trough,2 to 5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,2012,115.0,technology,4.0,,No,7/1/2012,,Germany,6,0,2,0,2,,0,medium,No,Small,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,Yes,Both,global,Non-Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,MGMT,Yes,Yes,Tier_2,228,High,1,1,1,None,0,None,12,High,Low,Yes,No,High,,No,No,Yes,No,No,No,Low,1198637,Yes,Yes,No,4.0,Low,4,50,,Not Applicable,1,1,Trough,2 to 5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,2013,41.0,social media analytics,,,No,5/1/2013,,Spain,1,0,1,0,5,,1,medium,No,Small,No,No,No,No,Service,No,Private,No,Unstructured,No,none,GLOBAL,Linear,Yes,Few,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Online,B2B,None,High,Yes,Low,Masters,MBA,Yes,Yes,None,500,High,0,1,0,Medium,293,Many,18,High,Medium,Yes,No,High,,No,No,Yes,No,No,Yes,Low,7078322,Yes,Yes,No,3.0,High,2,10,,Not Applicable,1,1,Plateau,0 to 2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,2012,398.0,SOCIAL MEDIA,11.0,0.0,No,7/17/2012,,Spain,10,0,4,0,3,,0,medium,No,Large,No,No,No,Yes,Service,No,Public,Yes,Structured,No,Both,GLOBAL,Non-Linear,No,None,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Masters,MGMT,Yes,Yes,None,500,Low,0,0,1,Medium,186,Many,14,Low,Low,Yes,No,Low,,Yes,No,No,No,No,Yes,Low,235406,Yes,No,No,3.0,Medium,4,10,,Not Applicable,1,1,Trough,2 to 5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
358,2010,93.0,MARKETING,5.0,0.0,No,11/29/2010,,France,3,0,3,0,3,No,0,medium,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,None,Medium,Yes,Medium,Bachelors,ECO,Yes,No,None,500,Low,0,0,0,High,247,Many,18,Medium,Low,Yes,No,Medium,,Yes,No,Yes,No,No,Yes,,55913,No,No,No,2.0,Medium,4,4.6,,Not Applicable,1,1,,,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,2013,-20.0,customer analytics,,,,3/1/2013,,United Kingdom,1,0,3,0,3,No,0,low,,,,,,,Service,No,Public,No,Structured,Yes,Both,global,Linear,Yes,Many,No,Yes,No,No,No,No,Yes,No,No,,Online,B2B,Low,High,Yes,,Bachelors,TECH,Yes,Yes,Both,186,Medium,1,0,0,None,310,Many,31,Medium,,No,No,Medium,,,,Yes,No,No,Yes,,3427821,Yes,Yes,No,4.0,High,25,10,,Not Applicable,1,1,Peak,5 to 10,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,2011,1.0,analytics crowdsourcing,0.0,,No,11/1/2011,,United Kingdom,1,0,2,0,2,,0,medium,No,Small,Yes,Yes,No,No,Product,No,Public,No,Structured,Yes,Both,global,Non-Linear,Yes,None,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Online,B2B,Low,Medium,Yes,Low,Bachelors,TCH,Yes,Yes,None,322,High,1,0,0,None,109,Many,49,Medium,Medium,No,No,Low,,No,No,Yes,No,No,Yes,Low,1578645,No,No,No,3.0,Medium,16,1,,Not Applicable,1,1,Plateau,0 to 2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,2011,-14.0,technology,4.0,,No,1/1/2011,,United Kingdom,3,0,3,0,3,,0,medium,No,Medium,Yes,No,No,No,Service,No,Public,No,Structured,No,Both,global,Linear,No,None,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,None,Medium,Yes,Medium,PhD,NLP,Yes,Yes,Tier_1,453,Medium,0,0,0,High,7,None,37,Low,High,No,No,Low,,Yes,Yes,No,Yes,No,No,Low,1405476,Yes,No,No,2.0,Low,0,5,,Not Applicable,1,1,Plateau,0 to 5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
362,2012,146.0,MARKETING,16.0,7.0,yes,11/1/2012,,United Kingdom,2,0,2,0,3,No,2,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Both,LOCAL,Linear,Yes,None,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Online,B2B,None,Medium,Yes,Low,Masters,ECO.POLSC,No,No,Both,500,High,1,1,0,None,110,None,27,Low,Low,No,No,Low,,No,No,No,No,Yes,No,,1713317,No,No,No,1.0,High,12,10,,Not Applicable,1,1,,,6,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2010,530.0,ANALYTICS,4.0,0.0,,1/1/2010,,United Kingdom,2,0,2,0,2,No,0,low,Yes,,No,No,No,No,Service,No,Public,No,Both,Yes,Both,LOCAL,Non-Linear,No,,No,No,Yes,Yes,Yes,No,No,No,No,No,Online,B2C,Low,High,,,,,,,,,,,,,,442,,31,Medium,,No,No,Low,,,,No,,No,,,267433,No,No,No,1.0,Medium,33,10,,Not Applicable,1,1,Trigger,2 to 5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,2013,297.0,MARKETING,13.0,-7.0,,3/1/2013,,United Kingdom,3,0,2,0,1,No,0,low,No,,No,No,Yes,Yes,Service,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,No,,No,No,Yes,No,Yes,No,No,Yes,No,No,Online,B2B,None,High,,,,,,,,500,High,1,1,0,None,500,Many,50,Low,,,No,Medium,,,,No,,No,,,452454,Yes,,No,2.0,High,18,50,,Not Applicable,1,1,Trough,5 to 10,2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,2010,-2.0,app,,,No,7/1/2010,,United Kingdom,1,0,2,0,1,,0,Nothing,No,Small,No,No,No,No,Service,Yes,Public,No,Structured,Yes,Both,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Low,No,Low,Bachelors,bachelor,No,No,None,500,None,0,0,0,None,0,None,0,High,Low,Yes,No,Medium,,No,No,No,No,No,No,,,Yes,Yes,No,2.0,Medium,0,,,Not Applicable,1,1,Plateau,0 to 2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,2011,33.0,,2.0,,,3/5/2011,,United Kingdom,0,0,1,0,1,,0,,,,,,,,Service,Yes,Public,No,Unstructured,Yes,Both,GLOBAL,Linear,No,,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Online,B2B,None,Medium,,,,,,,,,,,,,,0,,35,High,,Yes,No,Low,,,,Yes,,No,,Low,9080158,,,Yes,1.0,Low,3,5,,Not Applicable,1,1,,,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,,144.0,web,,,No,,,United States,1,0,2,0,2,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Medium,Masters,mangement,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,15,Low,Low,No,No,Low,,No,No,Yes,No,No,No,,12992,No,No,No,2.0,Low,4,,,,1,1,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
368,2007,702.0,analytics,197.0,2.0,yes,1/1/2007,,United States,1,0,2,0,4,No,0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,no,No,no,No,Platform,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,arts,No,Yes,Tier_1,500,Low,0,0,0,High,363,None,21,High,Low,No,No,Low,,Yes,No,No,No,No,Yes,,7941,Yes,Yes,No,2.0,Medium,2,833.3,,Yes,1,1,Trigger,5 to 10,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,2010,-6.0,MARKETING,0.0,,No,9/1/2010,,France,1,0,1,0,1,No,1,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,LOCAL,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,technology,Yes,No,None,500,Medium,0,0,0,None,306,None,13,High,Low,No,No,Medium,,No,No,Yes,No,No,No,,,Yes,Yes,No,2.0,Medium,2,0,,Not Applicable,1,1,Slope,2 to 5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,2012,68.0,software ,14.0,17.0,YES,2/10/2012,1200000.0,Austria,0,0,2,0,2,No,0,medium,No,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,no,Yes,Platform,global,Linear,Yes,None,No,No,No,No,Yes,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Masters,management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Medium,,No,No,No,No,No,No,Medium,1869138,No,No,,3.0,Medium,0,,1.2,Not Applicable,20,20,Trough,2 to 5,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,2010,154.0,analytics,5.0,0.0,No,3/1/2010,1700000.0,United States,4,0,2,0,3,No,0,Nothing,No,Small,Yes,No,No,Yes,Product,No,Both,Yes,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,fine arts,Yes,No,None,246,None,0,0,0,None,1,None,25,Low,Low,No,No,Low,,No,No,No,No,No,No,Medium,327029,No,No,,3.0,Medium,0,,1.7,Not Applicable,12,5,Peak,2 to 5,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,2008,3.0,analytics,2.0,0.0,No,10/1/2008,3750000.0,United States,0,0,3,0,3,No,0,low,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Masters,business,Yes,No,Tier_1,500,Medium,0,0,0,None,0,None,14,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,Low,,No,No,,4.0,High,0,,3.75,Yes,20,,Trigger,2 to 5,0,,,,,,,,,,,,,,,,,,,,,
373,2005,126.0,analytics,89.0,-1.0,yes,1/1/2005,1402652.0,United States,0,2,3,1,5,No,6,high,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,High,High,Yes,Medium,Bachelors,economics,Yes,No,None,500,Medium,0,0,0,High,0,None,25,Medium,Low,Yes,No,Medium,Average,No,No,Yes,Yes,No,No,Low,325240,Yes,Yes,,4.0,High,3,,24,Yes,12,12,Trigger,5 to 10,7,,,,,,,,,,,,,,,,,,,,,
